Date,DZD,AUD,BHD,VEF,BWP,BRL,BND,CAD,CLP,CNY,COP,CZK,DKK,EUR,HUF,ISK,INR,IDR,IRR,ILS,JPY,KZT,KRW,KWD,LYD,MYR,MUR,MXN,NPR,NZD,NOK,OMR,PKR,PEN,PHP,PLN,QAR,RUB,SAR,SGD,ZAR,LKR,SEK,CHF,THB,TTD,TND,AED,GBP,USD,UYU,VES
2012-01-18,76.5907,0.961538462,0.376,4.2893,7.462686567,1.776,1.282,1.014,496.68,6.3205,1836.34,19.916,5.7951,0.779362481,239.56,124.52,50.67,9160.0,11288.0,3.813,76.69,148.35,1147.0,0.279,1.9324,3.118,29.5553,13.3267,81.53,1.249531426,6.0046,0.3845,90.3875,2.692,43.686,3.4,3.64,31.5428,3.75,1.282,8.03975,113.8996,6.9153,0.9444,31.791,6.401,1.527,3.6725,0.650618087,1,19.531,3690.9495
2012-01-19,76.4492,0.962000962,0.376,4.2893,7.396449704,1.7791,1.2777,1.0095,497.05,6.3173,1827.24,19.603,5.7593,0.774533344,234.97,124.06,50.29,9075.0,11289.0,3.784,76.76,148.3,1143.1,0.27865,1.9324,3.1037,29.4918,13.2516,81.2,1.24501992,5.9345,0.3845,90.239,2.692,43.509,3.3678,3.64,31.4777,3.75,1.2777,7.92985,113.9,6.843,0.9361,31.724,6.4032,1.5262,3.6725,0.647668394,1,19.531,3690.9495
2012-01-20,76.4601,0.961446015,0.376,4.2893,7.418397626,1.7648,1.2736,1.0143,491.93,6.3138,1821.86,19.736,5.7636,0.775073632,236.49,124.02,50.33,8955.0,11156.27631320998,3.783,77.12,148.2,1136.4,0.27865,1.9324,3.1035,29.4221,13.224,80.54,1.24595066,5.9371,0.3845,90.1899,2.691,43.339,3.3537,3.64,31.2879,3.75,1.2736,7.9646,113.9025,6.7768,0.9359,31.543,6.3986,1.5191,3.6725,0.646579594,1,19.562,3690.9495
2012-01-23,76.2026,0.953288847,0.376,4.2893,7.390983001,1.767,1.2103269789120097,1.008,491.59,6.345725516457137,1828.75,19.474,5.7124,0.768226166,234.83,123.75,50.24,8933.196430048343,11300.0,3.775,77.02,148.32,1136.47552823199,0.27855,1.9324,2.7892745571637163,30.170020560278502,13.1383,80.5,1.1859464536770807,5.8881,0.3845,90.2068,2.69,43.07886280971842,3.3353,3.64,31.3325,3.75,1.2103165040736277,7.94245,113.9,6.783,0.9283,31.504,6.4035,1.5186,3.6725,0.642343268,1,19.574,3690.9495
2012-01-24,76.3295,0.952925481,0.376,4.2893,7.429420505,1.7528,1.2104714769385094,1.0097,487.87,6.345141845527158,1811.55,19.546,5.7181,0.769053295,231.56,123.62,49.97,8985.0,11831.90567338246,3.787,76.99,148.44,1136.4872172536045,0.27815,1.9324,2.7903311081389983,29.363,13.1712,80.35,1.233654083,5.8748,0.3845,90.2484,2.691,43.299,3.297,3.64,30.8752,3.75,1.2104599267267786,7.99485,113.9,6.7464,0.9277,31.433,6.3819,1.513,3.6725,0.642549637,1,19.68,3690.9495
2012-01-25,75.75540100014348,0.951203272,0.376,4.2893,7.457121551,1.7649,1.2668,1.012,492.96,6.344559381960049,1814.58,19.597,5.7443,0.772678102,229.96,123.94,50.02,9018.0,11293.0,3.741496512579996,77.95,148.42,1134.7,0.27815,1.9324,3.0805,29.2726,13.1319,80.28,1.231982259,5.9361,0.3845,90.1915,2.692,43.186,3.299,3.64,30.667,3.75,1.2668,8.0362,113.8876,6.7662,0.932,31.513,6.399,1.5106,3.6725,0.642137032,1,19.721,3690.9495
2012-01-26,75.8871,0.8914895893858793,0.376,4.2893,7.315288954,1.7632,1.2584,0.9986,493.58,6.343978125047508,1814.69,19.178,5.6556,0.760745531,223.22,122.63,50.062511737573054,8995.0,9235.0,3.764,77.76,148.61,1126.3,0.2778,1.9324,3.0405,29.2039,12.9325,80.0,1.224739743,5.817,0.3845,90.2405,2.69,43.084,3.2233,3.64,30.36,3.75,1.2584,7.833,113.8988,6.7523,0.9181,31.365,6.3946,1.5128,3.6725,0.637755102,1,19.621,3690.9495
2012-01-27,75.4597,0.942063118,0.376,4.2893,7.278020378,1.7389,1.2581,1.0013,485.64,6.343398074081236,1801.88,19.142,5.655,0.760745531,224.14,123.04,49.65,8980.0,8699.280085232613,3.768,77.38,148.35,1121.6,0.2778,1.9324,3.041,29.1759,12.9504,80.15,1.216841081,5.8159,0.3845,90.2459,2.69,42.872,3.2163,3.64,30.3626,3.75,1.2581,7.7665,113.9,6.7837,0.9196,31.306,6.4053,1.5375367802954778,3.6725,0.636739892,1,19.593,3690.9495
2012-01-30,75.5209,0.944376239,0.376,4.2893,7.342143906,1.7436,1.2542,1.0032,485.35,6.3056,1810.55,19.271,5.6706,0.762776506,225.23,123.27,49.5,8985.0,12260.0,3.766,76.68,148.37,1123.8,0.2773,1.9324,3.0425,29.1255,13.0063,78.9,1.214771623,5.8589,0.3845,90.3426,2.689,42.859,3.2433,3.64,30.3647,3.75,1.2542,7.85715,113.8954,6.7768,0.9182,31.104,6.3901,1.5037,3.6725,0.636861546,1,19.628,3690.9495
2012-01-31,75.3444,0.940114694,0.376,4.2893,7.288629738,1.7509,1.2547,1.0052,488.99,6.3115,1815.08,19.111,5.6425,0.758955677,222.55,122.84,49.68,9000.0,12260.0,3.733,76.36,148.6,1125.0,0.2772,1.9324,3.0455,29.1257,13.0077,78.9,1.221150324,5.8106,0.3845,90.3818,2.688,42.946,3.2032,3.64,30.3131,3.75,1.2547,7.7804,113.9,6.7519,0.9136,31.04,6.3892,1.5057,3.6725,0.633352334,1,19.611,3690.9495
2012-02-01,75.15061681587021,0.942507069,0.376,4.2893,7.256894049,1.7391,1.2567,0.9971,488.75,6.3103,1805.98,19.09,5.6423,0.759013283,223.31,123.2,49.53,9022.0,12260.0,3.737,76.2,148.56,1125.8,0.2776,1.9324,3.0455,30.133374905789196,12.89,79.0,1.211533802,5.8095,0.3845,90.4484,2.688,42.919,3.1913,3.64,30.4067,3.75,1.2567,7.7355,113.8997,6.7934,0.9178,31.031,6.3814,1.5014,3.6725,0.633633253,1,19.549,3690.9495
2012-02-02,75.07378640225649,0.933271115,0.376,4.2893,7.256894049,1.7376,1.2465,0.9287229668775734,487.73,6.3075,1767.68,19.202,5.677,0.763708569,222.64,123.04,49.13,8892.0,12293.489362392147,3.727,76.14,148.7,1126.4,0.2746712697264931,1.9324,3.0205,29.0411,13.28349690288305,79.09,1.199616123,5.8408,0.3845,90.3732,2.69,42.9,3.1955,3.64,30.1855,3.75,1.2465,7.70745,113.8984,6.7317,0.9176,30.908,6.3848,1.5064,3.6725,0.631711939,1,19.491,3690.9495
2012-02-03,74.9458,0.936154278,0.376,4.2893,7.204610951,1.7326,1.2484,0.9945,483.7,6.3102,1749.0502137679878,19.045,5.6484,0.759878419,221.21,122.72,48.96,8995.0,12299.180095498243,3.717,76.19,148.61,1118.5,0.27469439450918914,1.9324,3.0225,29.04,12.712,78.46,1.200192031,5.8085,0.3845,90.4427,2.4581878143981757,42.713,3.1848,3.64,30.2385,3.75,1.2484,7.61635,113.8996,6.7317,0.9156,30.942,6.3984,1.5061,3.6725,0.631951466,1,20.098059299851528,3690.9495
2012-02-06,74.78963955586813,0.93300989,0.376,4.2893,7.215007215,1.7223,1.2447,0.9954,478.64,6.3108,1784.77,19.152,5.7002,0.766753565,224.68,123.79,48.68,8988.0,12260.0,3.719,76.75,148.72,1118.9,0.2776,1.9324,2.804025309520954,29.075,13.267896840735606,77.9,1.1873382078490873,5.8216,0.3845,90.5143,2.4606147531584424,42.731,3.2084,3.64,30.2324,3.75,1.2447,7.6386,114.0592,6.7258,0.9248,30.923,6.4002,1.5047,3.6725,0.634276291,1,20.10102037740139,3690.9495
2012-02-07,74.935,0.927815921,0.376,4.2893,7.18907261,1.7249,1.2481,0.9948,481.09,6.3116,1787.96,19.07,5.6689,0.762601998,221.82,123.07,48.92,8998.0,12260.0,3.732,76.71,148.66,1119.9,0.2776,1.9324,2.805075561146085,30.109883799680997,12.6472,78.45,1.199040767,5.8129,0.3845,90.6905,2.687,42.9879673039128,3.1806,3.64,30.0871,3.75,1.2481,7.59225,116.79006831771622,6.7168,0.9201,30.94,6.3841,1.5102,3.6725,0.632311097,1,19.448,3690.9495
2012-02-08,74.8024,0.926612305,0.376,4.2893,7.153075823,1.7261,1.2435,0.997,479.98,6.3027,1783.34,18.683,5.5995,0.753352418,218.21,122.09,49.07,8988.0,12260.0,3.7,76.95,148.63,1121.5,0.27705,1.9324,3.004,29.0572,12.6833,78.34,1.196458483,5.7473,0.3845,90.7132,2.462229629821647,42.541,3.1461,3.64,29.693,3.75,1.2435,7.5516,114.2906,6.6602,0.9121,30.788,6.3944,1.5045,3.6725,0.629802242,1,20.1029589772686,3690.9495
